Data Ordine,Data Spedizione,Categoria,Sotto-Categoria,Vendite,Profitto,Regione,Provincia,Quantità
2025-06-14,2025-06-18,Forniture per ufficio,Raccoglitori,2262.25,-1.92,Centro,RM,4
2025-11-01,2025-11-02,Forniture per ufficio,Raccoglitori,803.65,74.65,Nord-Ovest,MI,5
2025-04-30,2025-05-06,Forniture per ufficio,Raccoglitori,4406.67,136.21,Nord-Est,TN,8
2025-02-13,2025-02-18,Tecnologia,Fotocopiatrici,2149.27,295.96,Nord-Ovest,MI,4
2025-11-08,2025-11-09,Arredamento,Librerie,1708.73,151.74,Nord-Ovest,MI,5
2025-06-05,2025-06-07,Forniture per ufficio,Scaffalature,1230.0,-9.88,Centro,LI,3
2026-01-02,2026-01-05,Arredamento,Complementi d'arredo,3721.96,-0.82,Isole,SS,4
2025-07-26,2025-07-31,Arredamento,Complementi d'arredo,33.8,8.87,Sud,NA,1
2026-01-25,2026-01-27,Tecnologia,Macchine,4341.38,-74.36,Sud,NA,6
2025-04-18,2025-04-23,Tecnologia,Accessori,7795.77,628.38,Centro,RM,8
2025-09-08,2025-09-10,Tecnologia,Fotocopiatrici,1159.31,80.14,Centro,FI,7
2026-02-08,2026-02-11,Tecnologia,Telefoni,4481.13,1280.85,Nord-Est,VE,5
2026-01-05,2026-01-08,Forniture per ufficio,Carta,5802.04,-216.81,Nord-Ovest,MI,6
2025-11-30,2025-12-04,Forniture per ufficio,Carta,675.71,38.78,Isole,SS,4
2025-05-10,2025-05-16,Arredamento,Tavoli,4503.14,715.9,Isole,TP,8
2025-10-20,2025-10-22,Tecnologia,Macchine,5795.29,-47.94,Sud,PA,9
2025-01-20,2025-01-24,Forniture per ufficio,Carta,3301.37,794.21,Nord-Est,TN,5
2025-10-09,2025-10-11,Forniture per ufficio,Raccoglitori,4289.84,1046.93,Nord-Ovest,VA,6
2025-10-12,2025-10-16,Forniture per ufficio,Raccoglitori,2836.55,-243.86,Nord-Ovest,VA,6
2025-01-01,2025-01-04,Forniture per ufficio,Carta,2760.36,68.71,Sud,NA,4
2025-04-29,2025-05-04,Forniture per ufficio,Scaffalature,2599.15,769.29,Nord-Ovest,VA,9
2025-02-04,2025-02-11,Forniture per ufficio,Scaffalature,75.09,11.47,Nord-Ovest,MI,1
2025-07-17,2025-07-21,Tecnologia,Fotocopiatrici,1983.11,-102.15,Isole,AG,7
2025-09-02,2025-09-04,Arredamento,Librerie,739.03,44.1,Nord-Est,TN,3
2025-02-28,2025-03-02,Arredamento,Sedie,3046.75,216.99,Sud,NA,6
2025-11-21,2025-11-28,Forniture per ufficio,Scaffalature,2059.17,578.03,Sud,CZ,4
2025-06-10,2025-06-16,Arredamento,Sedie,4740.37,-387.33,Nord-Ovest,MI,9
2025-06-28,2025-07-01,Arredamento,Tavoli,1446.26,398.06,Nord-Est,VR,3
2025-07-25,2025-07-27,Forniture per ufficio,Carta,1767.96,328.48,Sud,NA,6
2025-01-12,2025-01-13,Tecnologia,Accessori,4813.43,1169.08,Nord-Est,TN,5
2025-10-03,2025-10-08,Arredamento,Sedie,2758.59,209.89,Nord-Ovest,MI,5
2025-06-30,2025-07-04,Tecnologia,Telefoni,2485.68,479.7,Centro,RM,6
2025-08-30,2025-09-05,Forniture per ufficio,Raccoglitori,5192.78,-337.63,Sud,BA,7
2025-08-04,2025-08-11,Tecnologia,Telefoni,5765.95,1011.4,Centro,PG,9
2025-09-08,2025-09-13,Tecnologia,Telefoni,2870.09,379.12,Nord-Est,VR,3
2025-10-26,2025-10-29,Arredamento,Tavoli,1479.92,401.22,Nord-Est,VR,2
2025-05-06,2025-05-12,Arredamento,Librerie,4263.24,1081.11,Nord-Est,VR,8
2025-08-05,2025-08-09,Forniture per ufficio,Raccoglitori,3509.76,472.25,Sud,PA,5
2025-11-02,2025-11-06,Arredamento,Tavoli,1598.84,292.61,Nord-Ovest,TO,2
2025-10-12,2025-10-19,Forniture per ufficio,Materiale artistico,3875.12,-29.3,Nord-Est,VR,5
2025-07-04,2025-07-05,Arredamento,Complementi d'arredo,5967.13,394.98,Nord-Est,VE,9
2025-02-08,2025-02-15,Forniture per ufficio,Raccoglitori,1255.48,317.7,Sud,PA,7
2025-08-11,2025-08-14,Tecnologia,Accessori,2668.44,176.33,Nord-Est,TN,7
2025-07-03,2025-07-09,Tecnologia,Fotocopiatrici,776.36,-17.48,Sud,CZ,3
2025-06-27,2025-07-03,Arredamento,Complementi d'arredo,1517.25,-143.95,Isole,SS,3
2026-02-11,2026-02-13,Forniture per ufficio,Raccoglitori,3111.18,816.36,Centro,LI,4
2025-10-21,2025-10-22,Tecnologia,Accessori,4693.59,-118.4,Centro,LI,5
2025-12-06,2025-12-07,Arredamento,Tavoli,3269.62,942.03,Nord-Ovest,VA,5
2025-05-31,2025-06-06,Forniture per ufficio,Materiale artistico,1470.09,-140.25,Isole,AG,8
2026-01-19,2026-01-25,Tecnologia,Macchine,1063.69,46.79,Sud,PA,2
2025-05-06,2025-05-11,Arredamento,Tavoli,760.39,-73.15,Nord-Ovest,TO,1
2025-10-28,2025-11-02,Arredamento,Complementi d'arredo,1674.66,13.16,Sud,BA,4
2025-11-04,2025-11-09,Tecnologia,Accessori,387.16,-36.11,Sud,NA,1
2025-12-02,2025-12-03,Forniture per ufficio,Raccoglitori,811.69,-22.89,Nord-Ovest,GE,2
2025-08-22,2025-08-24,Arredamento,Sedie,1275.14,86.83,Sud,CZ,3
2026-01-15,2026-01-19,Forniture per ufficio,Raccoglitori,4584.19,-22.33,Nord-Ovest,GE,5
2026-01-10,2026-01-15,Tecnologia,Accessori,2629.54,655.45,Nord-Est,VE,5
2025-01-08,2025-01-10,Forniture per ufficio,Materiale artistico,1466.88,228.0,Sud,PA,4
2025-12-07,2025-12-14,Forniture per ufficio,Scaffalature,3747.01,-116.03,Nord-Est,BO,6
2025-05-09,2025-05-12,Arredamento,Complementi d'arredo,4552.11,292.4,Sud,BA,5
2025-09-21,2025-09-26,Forniture per ufficio,Carta,1859.04,467.98,Sud,BA,4
2025-06-06,2025-06-13,Tecnologia,Fotocopiatrici,3037.86,790.18,Isole,SS,6
2025-12-18,2025-12-22,Tecnologia,Telefoni,1566.2,196.67,Nord-Est,VR,2
2025-12-24,2025-12-27,Arredamento,Tavoli,2935.98,111.55,Nord-Ovest,GE,4
2025-01-05,2025-01-08,Tecnologia,Fotocopiatrici,2881.71,312.83,Nord-Ovest,MI,4
2025-03-27,2025-03-31,Arredamento,Tavoli,605.02,9.89,Centro,RM,1
2025-06-24,2025-06-29,Tecnologia,Accessori,4345.87,1198.06,Nord-Ovest,MI,8
2025-10-17,2025-10-18,Forniture per ufficio,Scaffalature,2034.78,3.92,Sud,BA,5
2025-07-12,2025-07-16,Forniture per ufficio,Carta,1165.73,-84.66,Nord-Ovest,MI,8
2025-11-07,2025-11-11,Forniture per ufficio,Materiale artistico,2378.2,342.34,Sud,PA,6
2025-04-29,2025-05-03,Arredamento,Librerie,681.3,137.2,Centro,FI,1
2025-08-06,2025-08-09,Forniture per ufficio,Scaffalature,4205.35,-135.2,Centro,LI,5
2026-02-18,2026-02-20,Forniture per ufficio,Materiale artistico,2948.18,323.76,Centro,LI,5
2025-04-24,2025-05-01,Tecnologia,Accessori,808.67,167.72,Sud,PA,8
2025-05-25,2025-05-26,Forniture per ufficio,Carta,703.9,22.06,Centro,LI,7
2025-01-26,2025-01-31,Tecnologia,Fotocopiatrici,2190.09,44.67,Nord-Est,VR,3
2025-05-16,2025-05-21,Forniture per ufficio,Carta,2058.82,-31.03,Centro,FI,4
2025-10-30,2025-11-06,Tecnologia,Telefoni,2640.06,-161.51,Nord-Est,VE,8
2025-08-20,2025-08-22,Arredamento,Complementi d'arredo,1758.15,170.62,Centro,RM,9
2026-01-04,2026-01-08,Forniture per ufficio,Scaffalature,1885.94,-141.18,Centro,FI,4
2025-03-17,2025-03-18,Tecnologia,Macchine,230.6,-12.32,Centro,FI,1
2025-11-24,2025-11-29,Arredamento,Tavoli,1891.26,7.27,Sud,BA,3
2025-12-11,2025-12-18,Forniture per ufficio,Materiale artistico,395.88,11.18,Nord-Ovest,TO,7
2025-10-29,2025-11-04,Tecnologia,Macchine,2702.0,464.96,Sud,PA,6
2025-10-16,2025-10-23,Tecnologia,Macchine,2554.2,67.76,Centro,FI,4
2025-01-01,2025-01-06,Forniture per ufficio,Carta,2764.92,401.78,Nord-Ovest,GE,7
2025-05-27,2025-05-31,Tecnologia,Macchine,3067.08,902.16,Isole,TP,9
2025-10-14,2025-10-20,Forniture per ufficio,Materiale artistico,4831.91,143.9,Isole,SS,9
2025-05-22,2025-05-24,Forniture per ufficio,Materiale artistico,6302.03,1682.54,Nord-Ovest,GE,9
2025-02-22,2025-02-23,Tecnologia,Fotocopiatrici,4344.63,982.91,Nord-Est,TN,8
2025-10-31,2025-11-02,Forniture per ufficio,Carta,1033.95,201.82,Centro,RM,6
2025-03-10,2025-03-12,Tecnologia,Macchine,1993.76,384.93,Centro,FI,2
2025-12-27,2026-01-03,Arredamento,Tavoli,1111.77,325.42,Nord-Est,VR,9
2025-03-31,2025-04-01,Forniture per ufficio,Raccoglitori,4803.74,36.91,Nord-Ovest,GE,9
2025-08-08,2025-08-09,Tecnologia,Fotocopiatrici,3678.82,-225.57,Nord-Est,VE,6
2025-07-11,2025-07-16,Forniture per ufficio,Materiale artistico,437.35,20.02,Centro,RM,7
2025-03-04,2025-03-09,Tecnologia,Macchine,3301.63,359.22,Isole,AG,5
2025-03-14,2025-03-15,Tecnologia,Macchine,2132.76,34.98,Centro,RM,3
2025-06-10,2025-06-16,Arredamento,Librerie,5487.56,1643.3,Centro,PG,9
2025-06-18,2025-06-21,Tecnologia,Accessori,5278.8,15.23,Nord-Ovest,MI,9
2025-03-30,2025-04-04,Forniture per ufficio,Materiale artistico,6330.96,1072.97,Isole,AG,9
2025-06-25,2025-06-28,Arredamento,Librerie,3042.59,795.11,Isole,CA,7
2025-09-26,2025-10-03,Forniture per ufficio,Carta,5908.9,748.44,Nord-Ovest,MI,8
2025-03-14,2025-03-20,Tecnologia,Macchine,374.04,-34.12,Nord-Ovest,TO,1
2025-09-02,2025-09-03,Arredamento,Librerie,4982.13,-346.55,Sud,CZ,6
2025-03-18,2025-03-24,Tecnologia,Accessori,1286.97,116.59,Centro,RM,7
2025-06-08,2025-06-13,Arredamento,Sedie,5689.05,246.98,Centro,RM,6
2025-11-20,2025-11-22,Arredamento,Sedie,7537.6,1873.42,Nord-Ovest,GE,8
2025-04-08,2025-04-15,Forniture per ufficio,Scaffalature,1853.22,198.21,Nord-Est,VE,4
2026-01-16,2026-01-17,Tecnologia,Fotocopiatrici,1743.33,274.28,Centro,FI,2
2025-04-12,2025-04-16,Tecnologia,Macchine,1805.64,338.28,Nord-Est,BO,2
2025-05-12,2025-05-19,Forniture per ufficio,Materiale artistico,1998.33,398.74,Centro,RM,2
2025-04-12,2025-04-15,Tecnologia,Macchine,375.44,87.04,Nord-Est,VR,2
2025-01-19,2025-01-25,Tecnologia,Macchine,205.41,11.91,Sud,PA,2
2025-03-23,2025-03-24,Arredamento,Librerie,723.19,19.25,Centro,LI,1
2026-02-01,2026-02-08,Forniture per ufficio,Materiale artistico,1002.79,-76.93,Centro,LI,6
2025-10-06,2025-10-12,Tecnologia,Accessori,669.93,-27.13,Nord-Ovest,MI,9
2025-12-05,2025-12-06,Arredamento,Sedie,2318.18,311.05,Centro,RM,6
2025-12-31,2026-01-05,Forniture per ufficio,Raccoglitori,1835.66,518.14,Centro,LI,2
2025-11-27,2025-12-04,Forniture per ufficio,Scaffalature,935.13,71.56,Sud,BA,3
2025-05-09,2025-05-14,Forniture per ufficio,Materiale artistico,4034.79,365.72,Nord-Est,BO,5
2025-12-10,2025-12-17,Forniture per ufficio,Materiale artistico,286.14,0.61,Nord-Ovest,VA,4
2025-11-06,2025-11-11,Tecnologia,Accessori,2041.64,241.3,Nord-Ovest,MI,4
2025-03-30,2025-04-05,Tecnologia,Fotocopiatrici,1990.3,-41.92,Nord-Est,VR,2
2025-08-01,2025-08-05,Tecnologia,Accessori,1691.25,-93.93,Nord-Ovest,GE,2
2025-05-23,2025-05-30,Arredamento,Librerie,1580.11,77.59,Isole,CA,6
2025-03-06,2025-03-13,Tecnologia,Accessori,3509.62,911.61,Isole,TP,8
2025-03-17,2025-03-22,Arredamento,Librerie,5542.07,-161.57,Nord-Ovest,GE,6
2025-07-18,2025-07-19,Arredamento,Tavoli,1073.65,-4.0,Nord-Ovest,VA,2
2025-05-23,2025-05-30,Arredamento,Sedie,441.96,81.39,Nord-Est,BO,2
2026-02-09,2026-02-14,Arredamento,Tavoli,2777.18,442.26,Sud,BA,7
2026-02-07,2026-02-09,Forniture per ufficio,Materiale artistico,1649.22,75.07,Sud,BA,4
2025-11-12,2025-11-17,Arredamento,Librerie,1008.86,136.58,Nord-Est,BO,2
2025-04-03,2025-04-09,Tecnologia,Telefoni,2581.19,272.75,Nord-Ovest,TO,3
2026-02-21,2026-02-25,Arredamento,Complementi d'arredo,1123.85,-36.98,Nord-Est,VR,7
2025-11-01,2025-11-03,Forniture per ufficio,Raccoglitori,831.55,180.13,Nord-Est,VE,1
2025-08-12,2025-08-18,Arredamento,Sedie,190.57,23.01,Sud,CZ,1
2025-10-18,2025-10-24,Forniture per ufficio,Scaffalature,4571.35,490.65,Sud,NA,6
2025-04-12,2025-04-18,Arredamento,Sedie,485.99,52.85,Centro,RM,6
2025-09-24,2025-09-25,Forniture per ufficio,Raccoglitori,1106.2,115.49,Isole,AG,8
2025-12-21,2025-12-27,Arredamento,Complementi d'arredo,345.61,90.94,Sud,CZ,4
2025-04-20,2025-04-21,Tecnologia,Macchine,4367.22,-207.56,Centro,PG,6
2025-11-26,2025-12-02,Tecnologia,Macchine,7724.17,2027.65,Isole,TP,9
2025-09-22,2025-09-25,Arredamento,Tavoli,5415.12,-235.42,Sud,PA,7
2025-01-03,2025-01-05,Forniture per ufficio,Raccoglitori,36.78,6.6,Nord-Ovest,GE,1
2025-03-26,2025-03-29,Arredamento,Sedie,4856.56,-418.9,Nord-Est,VE,7
2025-10-09,2025-10-15,Tecnologia,Fotocopiatrici,2792.52,703.96,Nord-Est,VR,7
2025-11-24,2025-11-26,Forniture per ufficio,Carta,519.46,97.04,Nord-Est,TN,1
2025-10-31,2025-11-02,Tecnologia,Fotocopiatrici,4738.4,1234.13,Isole,TP,7
2026-02-16,2026-02-23,Tecnologia,Fotocopiatrici,2812.4,630.35,Centro,FI,3
2025-04-27,2025-05-01,Arredamento,Tavoli,5713.45,1128.48,Nord-Ovest,GE,7
2025-08-09,2025-08-12,Tecnologia,Telefoni,1489.65,240.94,Centro,LI,5
2025-06-03,2025-06-07,Forniture per ufficio,Carta,4003.11,963.2,Sud,BA,5
2025-06-02,2025-06-04,Tecnologia,Accessori,2674.37,-193.86,Nord-Ovest,VA,4
2025-01-12,2025-01-13,Arredamento,Librerie,4754.25,63.38,Isole,AG,8
2025-05-13,2025-05-15,Forniture per ufficio,Raccoglitori,242.94,62.93,Nord-Ovest,TO,3
2025-10-31,2025-11-04,Tecnologia,Telefoni,7238.84,-610.39,Sud,CZ,8
2025-10-20,2025-10-23,Forniture per ufficio,Scaffalature,5393.56,-114.47,Nord-Est,TN,7
2025-10-27,2025-11-02,Tecnologia,Macchine,5177.46,987.89,Centro,FI,7
2025-08-16,2025-08-23,Forniture per ufficio,Carta,753.7,-24.56,Sud,CZ,3
2025-09-28,2025-10-05,Forniture per ufficio,Carta,1624.84,-136.39,Centro,RM,9
2025-02-12,2025-02-19,Forniture per ufficio,Materiale artistico,1756.13,186.25,Sud,NA,2
2025-12-09,2025-12-15,Tecnologia,Accessori,1898.0,-87.57,Sud,BA,2
2025-11-22,2025-11-29,Arredamento,Librerie,3171.97,678.3,Nord-Ovest,MI,5
2025-10-29,2025-11-01,Arredamento,Tavoli,857.4,79.08,Sud,PA,1
2025-12-30,2026-01-05,Forniture per ufficio,Carta,3083.41,604.26,Centro,RM,4
2026-01-14,2026-01-21,Arredamento,Tavoli,1917.66,285.14,Nord-Est,TN,8
2025-01-21,2025-01-27,Tecnologia,Fotocopiatrici,2417.72,432.01,Centro,RM,3
2026-02-11,2026-02-15,Arredamento,Librerie,2334.19,610.23,Sud,PA,9
2025-04-17,2025-04-20,Tecnologia,Fotocopiatrici,1707.43,30.47,Nord-Est,TN,2
2025-12-02,2025-12-07,Forniture per ufficio,Carta,261.11,65.52,Isole,SS,1
2025-10-30,2025-10-31,Forniture per ufficio,Scaffalature,7668.72,264.71,Isole,CA,8
2025-04-27,2025-05-04,Forniture per ufficio,Scaffalature,5347.76,426.4,Centro,FI,6
2025-05-04,2025-05-05,Tecnologia,Macchine,4122.96,83.14,Sud,CZ,5
2026-02-03,2026-02-09,Tecnologia,Telefoni,978.35,102.51,Centro,RM,1
2025-10-08,2025-10-09,Forniture per ufficio,Carta,6982.89,383.18,Sud,CZ,8
2025-10-19,2025-10-22,Forniture per ufficio,Raccoglitori,1383.78,-78.16,Isole,SS,4
2025-07-22,2025-07-25,Forniture per ufficio,Raccoglitori,3340.87,100.06,Isole,AG,5
2025-02-20,2025-02-22,Forniture per ufficio,Scaffalature,7523.99,1609.0,Sud,BA,9
2025-09-28,2025-10-05,Arredamento,Tavoli,5786.12,1459.33,Nord-Est,BO,8
2025-11-20,2025-11-22,Arredamento,Tavoli,1385.78,259.81,Isole,TP,6
2025-10-04,2025-10-05,Tecnologia,Telefoni,1596.47,22.31,Nord-Ovest,MI,6
2025-05-21,2025-05-26,Forniture per ufficio,Raccoglitori,2092.11,-138.47,Sud,NA,4
2025-10-02,2025-10-04,Arredamento,Sedie,4530.99,-389.31,Nord-Ovest,TO,8
2025-10-17,2025-10-19,Arredamento,Tavoli,5135.2,608.2,Nord-Ovest,VA,9
2025-11-30,2025-12-03,Arredamento,Complementi d'arredo,170.05,-13.95,Sud,NA,2
2026-01-16,2026-01-21,Forniture per ufficio,Raccoglitori,1462.76,334.24,Centro,RM,4
2026-01-08,2026-01-14,Tecnologia,Macchine,468.56,73.62,Isole,AG,1
2025-02-21,2025-02-22,Arredamento,Tavoli,3138.93,683.59,Isole,AG,4
2025-01-27,2025-01-29,Forniture per ufficio,Raccoglitori,970.58,168.12,Sud,NA,9
2025-06-06,2025-06-11,Tecnologia,Telefoni,8414.86,1673.16,Nord-Est,VR,9
2025-08-27,2025-09-03,Arredamento,Librerie,310.54,-26.25,Nord-Est,VE,2
2025-06-05,2025-06-10,Arredamento,Librerie,2491.49,205.19,Sud,PA,4
2025-10-18,2025-10-19,Tecnologia,Macchine,104.24,10.17,Nord-Est,VR,4
2025-05-16,2025-05-21,Forniture per ufficio,Materiale artistico,1231.16,-82.01,Centro,RM,3
2025-05-24,2025-05-29,Tecnologia,Accessori,6046.51,-65.77,Centro,PG,8
2025-04-16,2025-04-21,Arredamento,Complementi d'arredo,2366.59,151.55,Nord-Est,BO,7
2026-02-24,2026-03-03,Tecnologia,Macchine,1810.11,534.52,Isole,AG,7
2025-06-07,2025-06-09,Arredamento,Complementi d'arredo,3632.89,653.67,Nord-Ovest,TO,5
2025-05-26,2025-05-27,Tecnologia,Accessori,1590.95,-139.97,Sud,BA,5
2025-01-02,2025-01-09,Forniture per ufficio,Carta,3988.88,576.33,Centro,PG,4
2025-03-18,2025-03-23,Tecnologia,Fotocopiatrici,617.79,43.73,Isole,SS,7
2025-05-12,2025-05-17,Forniture per ufficio,Scaffalature,1526.79,-47.36,Nord-Est,VR,9
2025-03-31,2025-04-02,Forniture per ufficio,Materiale artistico,1427.08,101.29,Centro,PG,5
2025-12-11,2025-12-12,Arredamento,Librerie,874.05,21.88,Isole,AG,2
2025-12-16,2025-12-19,Forniture per ufficio,Raccoglitori,2833.79,62.64,Nord-Est,BO,6
2025-09-20,2025-09-27,Forniture per ufficio,Materiale artistico,1701.6,12.35,Centro,PG,8
2025-12-17,2025-12-19,Tecnologia,Fotocopiatrici,1872.46,-75.93,Isole,CA,4
2025-04-18,2025-04-19,Arredamento,Complementi d'arredo,1776.01,451.83,Nord-Est,TN,2
2025-03-15,2025-03-22,Arredamento,Complementi d'arredo,2875.18,146.46,Nord-Est,VE,3
2025-02-08,2025-02-13,Arredamento,Sedie,755.77,-32.09,Nord-Ovest,VA,1
2026-02-01,2026-02-02,Tecnologia,Fotocopiatrici,65.9,16.41,Centro,PG,3
2025-06-08,2025-06-09,Forniture per ufficio,Carta,350.79,40.31,Centro,LI,7
2025-03-12,2025-03-18,Tecnologia,Accessori,768.61,97.86,Nord-Est,TN,5
2025-11-08,2025-11-09,Tecnologia,Fotocopiatrici,4956.03,949.0,Nord-Est,VE,8
2025-08-29,2025-09-01,Tecnologia,Telefoni,555.57,-29.31,Centro,LI,3
2026-03-02,2026-03-03,Tecnologia,Accessori,267.81,-10.22,Nord-Est,VR,1
2025-10-25,2025-10-28,Forniture per ufficio,Carta,538.85,96.69,Nord-Est,BO,2
2025-02-05,2025-02-10,Tecnologia,Telefoni,688.39,23.45,Nord-Est,BO,6
2025-03-25,2025-03-28,Forniture per ufficio,Carta,701.19,107.02,Centro,RM,3
2026-01-09,2026-01-16,Tecnologia,Accessori,2036.41,327.86,Nord-Ovest,GE,4
2025-09-20,2025-09-25,Forniture per ufficio,Scaffalature,919.5,110.83,Isole,TP,3
2025-11-06,2025-11-11,Tecnologia,Macchine,375.21,-0.34,Centro,LI,1
2026-01-20,2026-01-23,Forniture per ufficio,Materiale artistico,970.39,-11.02,Centro,LI,7
2025-06-21,2025-06-23,Arredamento,Tavoli,1921.62,182.0,Nord-Ovest,VA,7
2026-01-11,2026-01-15,Forniture per ufficio,Scaffalature,5070.25,602.57,Sud,PA,7
2025-06-22,2025-06-23,Forniture per ufficio,Carta,954.55,-19.07,Nord-Est,VR,2
2025-12-28,2026-01-03,Tecnologia,Telefoni,145.69,6.88,Sud,PA,1
2025-02-16,2025-02-20,Arredamento,Sedie,2316.73,95.01,Sud,PA,3
2026-01-14,2026-01-15,Forniture per ufficio,Raccoglitori,4689.66,480.08,Isole,TP,6
2025-05-21,2025-05-22,Arredamento,Tavoli,6298.73,381.58,Nord-Ovest,TO,7
2026-01-10,2026-01-15,Forniture per ufficio,Raccoglitori,245.88,25.0,Centro,PG,5
2026-02-10,2026-02-11,Tecnologia,Accessori,790.45,6.23,Nord-Ovest,VA,1
2025-04-28,2025-05-04,Forniture per ufficio,Materiale artistico,4535.16,-89.54,Sud,PA,5
2025-10-04,2025-10-05,Forniture per ufficio,Carta,647.59,-61.13,Isole,CA,3
2025-08-02,2025-08-05,Arredamento,Sedie,1150.21,201.23,Centro,FI,5
2025-08-08,2025-08-12,Arredamento,Tavoli,2813.52,432.13,Nord-Ovest,VA,4
2026-01-28,2026-01-31,Tecnologia,Accessori,2306.37,194.68,Sud,BA,5
2025-01-26,2025-02-01,Arredamento,Complementi d'arredo,61.95,12.24,Nord-Est,VE,1
2025-01-09,2025-01-10,Arredamento,Tavoli,799.05,229.06,Isole,SS,1
2025-09-28,2025-10-05,Forniture per ufficio,Raccoglitori,1475.98,-0.82,Nord-Ovest,VA,2
2025-01-10,2025-01-16,Forniture per ufficio,Raccoglitori,2752.26,20.55,Centro,FI,4
2026-01-13,2026-01-18,Forniture per ufficio,Raccoglitori,2092.82,-91.8,Isole,SS,6
2025-05-01,2025-05-04,Tecnologia,Accessori,726.4,151.65,Nord-Ovest,TO,2
2025-05-05,2025-05-08,Forniture per ufficio,Scaffalature,5323.12,-449.99,Nord-Ovest,GE,9
2025-06-19,2025-06-21,Tecnologia,Telefoni,645.85,-22.97,Nord-Ovest,TO,1
2025-03-13,2025-03-14,Forniture per ufficio,Materiale artistico,3221.41,563.33,Nord-Ovest,TO,7
2025-06-01,2025-06-06,Tecnologia,Macchine,2754.64,264.1,Nord-Est,BO,9
2025-07-27,2025-08-03,Forniture per ufficio,Materiale artistico,1956.52,107.86,Sud,CZ,5
2025-02-18,2025-02-21,Tecnologia,Telefoni,1619.41,95.05,Sud,BA,3
2025-06-03,2025-06-06,Arredamento,Complementi d'arredo,390.24,7.11,Sud,CZ,2
2025-12-13,2025-12-18,Tecnologia,Macchine,3601.41,-164.59,Nord-Ovest,TO,7
2025-10-20,2025-10-26,Arredamento,Complementi d'arredo,2775.22,828.0,Isole,SS,3
2025-03-09,2025-03-15,Tecnologia,Accessori,3240.48,648.31,Centro,PG,4
2025-02-19,2025-02-20,Forniture per ufficio,Scaffalature,7188.44,-296.53,Nord-Ovest,VA,8
2025-06-01,2025-06-03,Forniture per ufficio,Materiale artistico,2585.7,-183.49,Sud,PA,6
2025-01-19,2025-01-22,Tecnologia,Telefoni,6400.93,749.3,Sud,NA,8
2025-04-10,2025-04-12,Arredamento,Sedie,418.04,23.1,Nord-Ovest,VA,5
2025-03-01,2025-03-07,Tecnologia,Telefoni,774.68,66.54,Isole,AG,9
2025-06-16,2025-06-22,Tecnologia,Fotocopiatrici,2951.56,-52.63,Isole,SS,3
2025-07-21,2025-07-25,Forniture per ufficio,Materiale artistico,1376.43,-26.15,Isole,TP,9
2025-12-11,2025-12-18,Forniture per ufficio,Raccoglitori,3760.57,550.99,Sud,NA,5
2025-05-26,2025-05-27,Tecnologia,Macchine,996.35,42.1,Nord-Est,VR,1
2026-02-07,2026-02-11,Forniture per ufficio,Raccoglitori,3190.08,-209.64,Nord-Ovest,MI,8
2025-06-13,2025-06-20,Tecnologia,Macchine,4877.88,657.55,Sud,PA,6
2025-08-30,2025-09-03,Tecnologia,Fotocopiatrici,288.54,77.41,Centro,FI,1
2025-03-10,2025-03-14,Forniture per ufficio,Raccoglitori,859.1,-50.8,Nord-Est,TN,8
2025-06-24,2025-06-25,Arredamento,Complementi d'arredo,2705.4,748.01,Isole,CA,4
2025-02-18,2025-02-19,Arredamento,Librerie,155.96,8.94,Isole,TP,1
2025-04-18,2025-04-23,Forniture per ufficio,Carta,3366.85,-87.3,Nord-Est,VR,4
2025-08-14,2025-08-16,Forniture per ufficio,Scaffalature,1912.61,502.49,Nord-Ovest,GE,2
2025-06-10,2025-06-12,Arredamento,Complementi d'arredo,641.23,100.87,Nord-Ovest,GE,1
2025-04-29,2025-05-04,Arredamento,Complementi d'arredo,2784.6,-4.05,Nord-Ovest,GE,9
2025-05-29,2025-06-03,Arredamento,Complementi d'arredo,4317.98,937.16,Centro,LI,6
2025-05-30,2025-06-05,Arredamento,Sedie,1906.13,324.88,Nord-Ovest,GE,5
2025-10-20,2025-10-27,Tecnologia,Accessori,1333.23,56.12,Nord-Est,BO,5
2025-05-23,2025-05-27,Forniture per ufficio,Materiale artistico,710.49,173.23,Centro,LI,1
2026-02-23,2026-02-28,Forniture per ufficio,Materiale artistico,2440.03,401.61,Centro,LI,4
2025-06-09,2025-06-12,Arredamento,Librerie,3714.56,1099.41,Nord-Ovest,TO,4
2025-01-11,2025-01-13,Arredamento,Sedie,290.7,23.06,Sud,PA,3
2025-05-18,2025-05-23,Forniture per ufficio,Carta,736.42,73.99,Nord-Est,TN,1
2025-03-19,2025-03-22,Tecnologia,Accessori,3690.65,539.03,Nord-Ovest,VA,5
2025-03-18,2025-03-21,Forniture per ufficio,Materiale artistico,5247.32,1.39,Centro,RM,6
2025-09-11,2025-09-14,Arredamento,Tavoli,5906.52,-520.76,Nord-Ovest,MI,7
2026-02-13,2026-02-19,Arredamento,Tavoli,1300.82,237.21,Sud,BA,7
2025-09-15,2025-09-21,Arredamento,Tavoli,3633.93,-254.6,Nord-Est,VR,9
2025-11-16,2025-11-19,Tecnologia,Fotocopiatrici,193.27,8.63,Sud,PA,3
2025-10-18,2025-10-25,Arredamento,Sedie,616.41,143.12,Isole,SS,1
2025-09-20,2025-09-26,Forniture per ufficio,Carta,506.73,-44.0,Centro,FI,4
